,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
2895,Willian,Right Winger,24,Shakhtar D.,Premier Liga,Anzhi,Premier Liga,13,25.0,35.0,1
2896,Oscar,Attacking Midfield,20,Internacional,Serie A,Chelsea,Premier League,13,20.0,32.0,2
2897,Robin van Persie,Centre-Forward,29,Arsenal,Premier League,Man Utd,Premier League,13,47.5,30.7,1
2898,Luka Modric,Central Midfield,26,Spurs,Premier League,Real Madrid,LaLiga,13,40.0,30.0,2
2899,Ezequiel Lavezzi,Second Striker,27,SSC Napoli,Serie A,Paris SG,Ligue 1,13,30.0,28.95,1
2900,Zlatan Ibrahimovic,Centre-Forward,30,AC Milan,Serie A,Paris SG,Ligue 1,13,37.0,21.0,1
2901,Javi García,Defensive Midfield,25,Benfica,Liga NOS,Man City,Premier League,13,15.0,20.2,2
2902,Mario Balotelli,Centre-Forward,22,Man City,Premier League,AC Milan,Serie A,13,24.0,20.0,1
2903,Alex Song,Defensive Midfield,24,Arsenal,Premier League,FC Barcelona,LaLiga,13,25.0,19.0,2
2904,Santi Cazorla,Central Midfield,27,Málaga CF,LaLiga,Arsenal,Premier League,13,20.0,19.0,2
2905,Mousa Dembélé,Central Midfield,25,Fulham,Premier League,Spurs,Premier League,13,13.0,19.0,2
2906,Joe Allen,Central Midfield,22,Swansea,Premier League,Liverpool,Premier League,13,4.0,19.0,2
2907,Kwadwo Asamoah,Left-Back,23,Udinese Calcio,Serie A,Juventus,Serie A,13,15.0,18.0,3
2908,Lacina Traoré,Centre-Forward,22,Kuban Krasnodar,Premier Liga,Anzhi,Premier Liga,13,7.0,18.0,1
2909,Marco Reus,Left Winger,23,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,13,20.0,17.1,1
2910,Shinji Kagawa,Attacking Midfield,23,Bor. Dortmund,1.Bundesliga,Man Utd,Premier League,13,22.0,16.0,2
2911,Taison,Left Winger,25,Metalist,Premier Liga,Shakhtar D.,Premier Liga,13,12.0,15.24,1
2912,Gastón Ramírez,Attacking Midfield,21,Bologna,Serie A,Southampton,Premier League,13,13.5,15.2,2
2913,Steven Fletcher,Centre-Forward,25,Wolves,Championship,Sunderland,Premier League,13,6.0,15.2,1
2914,Matija Nastasic,Centre-Back,19,Fiorentina,Serie A,Man City,Premier League,13,5.5,15.2,3
2915,Alexandre Pato,Centre-Forward,23,AC Milan,Serie A,Corinthians,Série A,13,28.5,15.0,1
2916,Lukas Podolski,Centre-Forward,27,1. FC Köln,2.Bundesliga,Arsenal,Premier League,13,20.0,15.0,1
2917,Daniel Sturridge,Centre-Forward,23,Chelsea,Premier League,Liverpool,Premier League,13,16.0,15.0,1
2918,Christopher Samba,Centre-Back,28,Anzhi,Premier Liga,QPR,Premier League,13,15.0,15.0,3
2919,Jack Rodwell,Defensive Midfield,21,Everton,Premier League,Man City,Premier League,13,15.0,15.0,2
2920,Samir Handanovic,Goalkeeper,28,Udinese Calcio,Serie A,Inter,Serie A,13,15.0,15.0,4
2921,Jordi Alba,Left-Back,23,Valencia CF,LaLiga,FC Barcelona,LaLiga,13,10.0,14.0,3
2922,Carlos Vela,Right Winger,23,Arsenal,Premier League,Real Sociedad,LaLiga,13,8.0,14.0,1
2923,Mauricio Isla,Right-Back,24,Udinese Calcio,Serie A,Juventus,Serie A,13,14.0,13.9,3
2924,Fabio Borini,Left Winger,21,AS Roma,Serie A,Liverpool,Premier League,13,9.0,13.3,1
2925,Rafael van der Vaart,Attacking Midfield,29,Spurs,Premier League,Hamburger SV,1.Bundesliga,13,24.5,13.0,2
2926,Mario Mandzukic,Left Winger,26,VfL Wolfsburg,1.Bundesliga,Bayern Munich ,1.Bundesliga,13,14.0,13.0,1
2927,Lucas Ocampos,Left Winger,18,River Plate,Torneo Final,Monaco,Ligue 2,13,9.0,13.0,1
2928,Philippe Coutinho,Attacking Midfield,20,Inter,Serie A,Liverpool,Premier League,13,9.0,13.0,2
2929,Hugo Lloris,Goalkeeper,25,Olympique Lyon,Ligue 1,Spurs,Premier League,13,19.0,12.6,4
2930,Adam Johnson,Right Winger,25,Man City,Premier League,Sunderland,Premier League,13,10.5,12.6,1
2931,Jan Vertonghen,Centre-Back,25,AFC Ajax,Eredivisie,Spurs,Premier League,13,15.0,12.5,3
2932,Giampaolo Pazzini,Centre-Forward,28,Inter,Serie A,AC Milan,Serie A,13,14.5,12.5,1
2933,Yann M'Vila,Defensive Midfield,22,Stade Rennais,Ligue 1,Rubin Kazan,Premier Liga,13,15.0,12.0,2
2934,Olivier Giroud,Centre-Forward,25,Montpellier,Ligue 1,Arsenal,Premier League,13,13.0,12.0,1
2935,Luuk de Jong,Centre-Forward,21,FC Twente,Eredivisie,Bor. M'gladbach,1.Bundesliga,13,12.0,12.0,1
2936,Marco Verratti,Central Midfield,19,Pescara,Serie A,Paris SG,Ligue 1,13,10.0,12.0,2
2937,Ola John,Left Winger,20,FC Twente,Eredivisie,Benfica,Liga NOS,13,2.5,12.0,1
2938,Paulo Dybala,Second Striker,18,Instituto,Primera B Nacional,US Palermo,Serie A,13,2.0,11.9,1
2939,Xherdan Shaqiri,Right Winger,20,FC Basel,Super League,Bayern Munich ,1.Bundesliga,13,12.5,11.8,1
2940,Wilfried Zaha,Right Winger,20,Crystal Palace,Championship,Man Utd,Premier League,13,3.5,11.75,1
2941,Victor Moses,Right Midfield,21,Wigan,Premier League,Chelsea,Premier League,13,6.5,11.5,2
2942,Sebastian Giovinco,Second Striker,25,Parma,Serie A,Juventus,Serie A,13,12.5,11.0,1
2943,Fredy Guarín,Central Midfield,26,FC Porto,Liga NOS,Inter,Serie A,13,12.0,11.0,2
2944,Eduardo Salvio,Right Winger,22,Atlético Madrid,LaLiga,Benfica,Liga NOS,13,10.0,11.0,1
2945,Manolo Gabbiadini,Centre-Forward,20,Atalanta,Serie A,Juventus,Serie A,13,4.5,11.0,1
2946,Mateo Kovacic,Central Midfield,18,Dinamo Zagreb,1.HNL,Inter,Serie A,13,3.0,11.0,2
2947,Loïc Rémy,Centre-Forward,26,Marseille,Ligue 1,QPR,Premier League,13,15.0,10.5,1
2948,Rodrigo Palacio,Centre-Forward,30,Genoa,Serie A,Inter,Serie A,13,12.0,10.5,1
2949,Mário Fernandes,Right-Back,21,Grêmio,Serie A,CSKA Moscow,Premier Liga,13,9.0,10.5,3
2950,Jordan Rhodes,Centre-Forward,22,Huddersfield,Championship,Blackburn,Championship,13,3.5,10.1,1
2951,Álvaro Pereira,Left-Back,26,FC Porto,Liga NOS,Inter,Serie A,13,16.0,10.0,3
2952,Raúl Meireles,Central Midfield,29,Chelsea,Premier League,Fenerbahce,Süper Lig,13,15.0,10.0,2
2953,Nilmar,Centre-Forward,28,Villarreal CF,LaLiga2,Al Rayyan,Stars League,13,15.0,10.0,1
2954,Giuseppe Rossi,Centre-Forward,25,Villarreal CF,LaLiga2,Fiorentina,Serie A,13,10.0,10.0,1
2955,Marvin Martin,Attacking Midfield,24,FC Sochaux,Ligue 1,LOSC Lille,Ligue 1,13,9.5,10.0,2
2956,Gylfi Sigurdsson,Attacking Midfield,22,TSG Hoffenheim,1.Bundesliga,Spurs,Premier League,13,8.5,10.0,2
2957,Nacho Monreal,Left-Back,26,Málaga CF,LaLiga,Arsenal,Premier League,13,6.0,10.0,3
2958,Matt Jarvis,Left Winger,26,Wolves,Championship,West Ham,Premier League,13,8.0,9.5,1
2959,Ganso,Attacking Midfield,22,Santos FC,Serie A,São Paulo,Série A,13,18.0,9.1,2
2960,Raffael,Second Striker,27,Hertha BSC,2.Bundesliga,Dynamo Kyiv,Premier Liga,13,9.0,9.0,1
2961,José Salomón Rondón,Centre-Forward,22,Málaga CF,LaLiga,Rubin Kazan,Premier Liga,13,9.0,9.0,1
2962,Jackson Martínez,Centre-Forward,25,Chiapas FC,Liga MX Clausura,FC Porto,Liga NOS,13,5.0,8.89,1
2963,César Azpilicueta,Right-Back,23,Marseille,Ligue 1,Chelsea,Premier League,13,7.5,8.8,3
2964,Christian Benteke,Centre-Forward,21,KRC Genk,Jupiler Pro League,Aston Villa,Premier League,13,3.0,8.8,1
2965,Jay Rodríguez,Centre-Forward,22,Burnley,Championship,Southampton,Premier League,13,5.0,8.65,1
2966,Nordin Amrabat,Left Winger,25,Kayserispor,Süper Lig,Galatasaray,Süper Lig,13,6.0,8.6,1
2967,Demba Ba,Centre-Forward,27,Newcastle,Premier League,Chelsea,Premier League,13,15.0,8.5,1
2968,Lucas Barrios,Centre-Forward,27,Bor. Dortmund,1.Bundesliga,GZ Evergrande,Super League,13,10.0,8.5,1
2969,Granit Xhaka,Defensive Midfield,19,FC Basel,Super League,Bor. M'gladbach,1.Bundesliga,13,8.5,8.5,2
2970,Vurnon Anita,Defensive Midfield,23,AFC Ajax,Eredivisie,Newcastle,Premier League,13,6.0,8.5,2
2971,Diego Souza,Attacking Midfield,27,Vasco da Gama,Serie A,Ittihad,Professional League,13,4.5,8.2,2
2972,Marko Marin,Left Winger,23,Werder Bremen,1.Bundesliga,Chelsea,Premier League,13,13.0,8.0,1
2973,Martín Cáceres,Right-Back,25,Sevilla FC,LaLiga,Juventus,Serie A,13,9.5,8.0,3
2974,Mapou Yanga-Mbiwa,Centre-Back,23,Montpellier,Ligue 1,Newcastle,Premier League,13,9.0,8.0,3
2975,Álvaro Domínguez,Centre-Back,23,Atlético Madrid,LaLiga,Bor. M'gladbach,1.Bundesliga,13,8.0,8.0,3
2976,Valon Behrami,Defensive Midfield,27,Fiorentina,Serie A,SSC Napoli,Serie A,13,8.0,8.0,2
2977,Esteban Granero,Central Midfield,25,Real Madrid,LaLiga,QPR,Premier League,13,7.0,8.0,2
2978,Ivan Perisic,Left Winger,23,Bor. Dortmund,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,13,7.0,8.0,1
2979,Aleksandr Samedov,Right Winger,27,Dinamo Moscow,Premier Liga,Loko Moscow,Premier Liga,13,6.5,8.0,1
2980,Kévin Constant,Defensive Midfield,25,Genoa,Serie A,AC Milan,Serie A,13,6.0,8.0,2
2981,Marco Ruben,Centre-Forward,25,Villarreal CF,LaLiga2,Dynamo Kyiv,Premier Liga,13,6.0,8.0,1
2982,Davide Faraoni,Right Midfield,20,Inter,Serie A,Udinese Calcio,Serie A,13,4.0,8.0,2
2983,Rômulo,Defensive Midfield,21,Vasco da Gama,Serie A,Spartak Moscow,Premier Liga,13,2.5,8.0,2
2984,Scott Sinclair,Left Midfield,23,Swansea,Premier League,Man City,Premier League,13,8.0,7.8,2
2985,Kevin Mirallas,Right Winger,24,Olympiacos,Super League,Everton,Premier League,13,8.0,7.65,1
2986,Wesley Sneijder,Attacking Midfield,28,Inter,Serie A,Galatasaray,Süper Lig,13,19.0,7.5,2
2987,Clint Dempsey,Second Striker,29,Fulham,Premier League,Spurs,Premier League,13,15.0,7.5,1
2988,Asamoah Gyan,Centre-Forward,26,Sunderland,Premier League,Al-Ain FC,UAE Gulf League,13,12.0,7.5,1
2989,Goran Pandev,Second Striker,28,Inter,Serie A,SSC Napoli,Serie A,13,11.0,7.5,1
2990,Miguel Veloso,Defensive Midfield,26,Genoa,Serie A,Dynamo Kyiv,Premier Liga,13,8.0,7.5,2
2991,Sergio Canales,Attacking Midfield,21,Real Madrid,LaLiga,Valencia CF,LaLiga,13,5.0,7.5,2
2992,Yura Movsisyan,Centre-Forward,25,Krasnodar,Premier Liga,Spartak Moscow,Premier Liga,13,3.2,7.5,1
2993,Nick Powell,Attacking Midfield,18,Crewe Alexandra,League One,Man Utd,Premier League,13,0.25,7.5,2
2994,Borja Valero,Central Midfield,27,Villarreal CF,LaLiga2,Fiorentina,Serie A,13,12.0,7.0,2
2995,Milos Krasic,Central Midfield,27,Juventus,Serie A,Fenerbahce,Süper Lig,13,11.0,7.0,2
2996,Mattia Destro,Centre-Forward,21,Siena,Serie A,Genoa,Serie A,13,10.0,7.0,1
2997,Pablo Hernández,Right Winger,27,Valencia CF,LaLiga,Swansea,Premier League,13,9.0,7.0,1
2998,Bas Dost,Centre-Forward,23,Heerenveen,Eredivisie,VfL Wolfsburg,1.Bundesliga,13,8.0,7.0,1
2999,Niko Kranjcar,Attacking Midfield,27,Spurs,Premier League,Dynamo Kyiv,Premier Liga,13,7.5,7.0,2
3000,Philipp Wollscheid,Centre-Back,23,1.FC Nuremberg,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,13,7.5,7.0,3
3001,Vedran Corluka,Centre-Back,26,Spurs,Premier League,Loko Moscow,Premier Liga,13,7.5,7.0,3
3002,Sung-yong Ki,Defensive Midfield,23,Celtic,Premiership,Swansea,Premier League,13,3.5,7.0,2
3003,Alessio Cerci,Right Winger,25,Fiorentina,Serie A,Torino,Serie A,13,6.5,6.75,1
3004,Renato Augusto,Central Midfield,24,Bay. Leverkusen,1.Bundesliga,Corinthians,Série A,13,7.0,6.7,2
3005,Luís Neto,Centre-Back,24,Siena,Serie A,Zenit S-Pb,Premier Liga,13,6.0,6.5,3
3006,Alberto Paloschi,Centre-Forward,23,AC Milan,Serie A,Chievo Verona,Serie A,13,5.0,6.5,1
3007,Emmanuel Adebayor,Centre-Forward,28,Man City,Premier League,Spurs,Premier League,13,25.0,6.4,1
3008,Mathieu Debuchy,Right-Back,27,LOSC Lille,Ligue 1,Newcastle,Premier League,13,15.0,6.2,3
3009,Charlie Adam,Central Midfield,26,Liverpool,Premier League,Stoke City,Premier League,13,8.0,6.2,2
3010,Gregory van der Wiel,Right-Back,24,AFC Ajax,Eredivisie,Paris SG,Ligue 1,13,9.0,6.0,3
3011,Stéphane Mbia,Defensive Midfield,26,Marseille,Ligue 1,QPR,Premier League,13,9.0,6.0,2
3012,Rasmus Elm,Defensive Midfield,24,AZ Alkmaar,Eredivisie,CSKA Moscow,Premier Liga,13,8.0,6.0,2
3013,Aly Cissokho,Left-Back,24,Olympique Lyon,Ligue 1,Valencia CF,LaLiga,13,7.0,6.0,3
3014,Vágner Love,Centre-Forward,28,Flamengo,Serie A,CSKA Moscow,Premier Liga,13,6.5,6.0,1
3015,Iván Ramis,Centre-Back,27,RCD Mallorca,LaLiga,Wigan,Premier League,13,6.0,6.0,3
3016,Wálter Montillo,Attacking Midfield,28,Cruzeiro,Serie A,Santos FC,Série A,13,5.0,6.0,2
3017,Modibo Maïga,Centre-Forward,24,FC Sochaux,Ligue 1,West Ham,Premier League,13,5.0,6.0,1
3018,Luc Castaignos,Centre-Forward,19,Inter,Serie A,FC Twente,Eredivisie,13,4.5,6.0,1
3019,Alex,Attacking Midfield,30,Corinthians,Serie A,Al Gharafa,Stars League,13,3.5,6.0,2
3020,Danny Graham,Centre-Forward,27,Swansea,Premier League,Sunderland,Premier League,13,2.9,5.8,1
3021,André,Centre-Forward,21,Dynamo Kyiv,Premier Liga,Atlético-MG,Série A,13,2.5,5.8,1
3022,Steven Pienaar,Left Winger,30,Spurs,Premier League,Everton,Premier League,13,7.0,5.75,1
3023,Elkeson,Centre-Forward,23,Botafogo,Serie A,GZ Evergrande,Super League,13,3.0,5.7,1
3024,Marquinhos,Centre-Back,18,Corinthians,Serie A,AS Roma,Serie A,13,0.75,5.7,3
3025,Julian Schieber,Centre-Forward,23,VfB Stuttgart,1.Bundesliga,Bor. Dortmund,1.Bundesliga,13,8.0,5.5,1
3026,Eren Derdiyok,Centre-Forward,24,Bay. Leverkusen,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,13,7.5,5.5,1
3027,Dusan Tadic,Attacking Midfield,23,FC Groningen,Eredivisie,FC Twente,Eredivisie,13,7.5,5.5,2
3028,Eljero Elia,Left Winger,25,Juventus,Serie A,Werder Bremen,1.Bundesliga,13,5.0,5.5,1
3029,Ángelo Henríquez,Centre-Forward,18,U. de Chile,Primera División,Man Utd,Premier League,13,0.15,5.5,1
3030,Ewerton,Centre-Back,23,Coimbra-MG, Brazil,Anzhi,Premier Liga,13,5.5,5.4,3
3031,Wallace Oliveira,Right-Back,18,Fluminense,Serie A,Chelsea,Premier League,13,2.0,5.4,3
3032,Ezequiel Schelotto,Right-Back,23,Atalanta,Serie A,Inter,Serie A,13,6.5,5.3,3
3033,Maicosuel,Left Winger,26,Botafogo,Serie A,Udinese Calcio,Serie A,13,2.5,5.3,1
3034,Diego Tardelli,Centre-Forward,27,Al Gharafa,Stars League,Atlético-MG,Série A,13,2.0,5.25,1
3035,Marko Livaja,Centre-Forward,19,Inter,Serie A,Atalanta,Serie A,13,1.8,5.05,1
3036,Burak Yilmaz,Centre-Forward,27,Trabzonspor,Süper Lig,Galatasaray,Süper Lig,13,12.0,5.0,1
3037,Dimitar Berbatov,Centre-Forward,31,Man Utd,Premier League,Fulham,Premier League,13,11.5,5.0,1
3038,Antonio Cassano,Second Striker,30,AC Milan,Serie A,Inter,Serie A,13,10.0,5.0,1
3039,Bruno César,Left Midfield,24,Benfica,Liga NOS,Ahli,Professional League,13,9.0,5.0,2
3040,Lassana Diarra,Defensive Midfield,27,Real Madrid,LaLiga,Anzhi,Premier Liga,13,8.0,5.0,2
3041,Dedé,Centre-Back,24,Vasco da Gama,Serie A,Cruzeiro,Série A,13,7.5,5.0,3
3042,Paulinho,Central Midfield,24,Coimbra-MG, Brazil,Corinthians,Série A,13,7.5,5.0,2
3043,Marko Devic,Centre-Forward,28,Metalist,Premier Liga,Shakhtar D.,Premier Liga,13,7.0,5.0,1
3044,Youssef El Arabi,Centre-Forward,25,Hilal,Professional League,Granada CF,LaLiga,13,6.5,5.0,1
3045,Germán Denis,Centre-Forward,30,Udinese Calcio,Serie A,Atalanta,Serie A,13,5.5,5.0,1
3046,Alain Traoré,Attacking Midfield,23,AJ Auxerre,Ligue 2,FC Lorient,Ligue 1,13,5.0,5.0,2
3047,Ben Foster,Goalkeeper,29,Birmingham,Championship,West Brom,Premier League,13,5.0,5.0,4
3048,Daniel Congré,Centre-Back,27,Toulouse,Ligue 1,Montpellier,Ligue 1,13,4.5,5.0,3
3049,Dame N'Doye,Centre-Forward,27,FC Copenhagen,Superligaen,Loko Moscow,Premier Liga,13,4.5,5.0,1
3050,Domagoj Vida,Centre-Back,23,Dinamo Zagreb,1.HNL,Dynamo Kyiv,Premier Liga,13,4.0,5.0,3
3051,Iván Marcano,Centre-Back,25,Villarreal CF,LaLiga2,Rubin Kazan,Premier Liga,13,3.75,5.0,3
3052,Alexander Büttner,Left-Back,23,Vitesse,Eredivisie,Man Utd,Premier League,13,3.0,5.0,3
3053,Leandro Castán,Centre-Back,25,Corinthians,Serie A,AS Roma,Serie A,13,2.5,5.0,3
3054,Naldo,Centre-Back,29,Werder Bremen,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,13,2.4,4.8,3
3055,Dante,Centre-Back,28,Bor. M'gladbach,1.Bundesliga,Bayern Munich ,1.Bundesliga,13,8.0,4.7,3
3056,Alfred N'Diaye,Defensive Midfield,22,Bursaspor,Süper Lig,Sunderland,Premier League,13,3.8,4.7,2
3057,Junior Fernandes,Left Winger,24,U. de Chile,Primera División,Bay. Leverkusen,1.Bundesliga,13,0.8,4.7,1
3058,Salvatore Bocchetti,Centre-Back,26,Rubin Kazan,Premier Liga,Spartak Moscow,Premier Liga,13,13.0,4.5,3
3059,Federico Balzaretti,Left-Back,30,US Palermo,Serie A,AS Roma,Serie A,13,8.5,4.5,3
3060,Jonathan Biabiany,Right Winger,24,Sampdoria,Serie A,Parma,Serie A,13,8.0,4.5,1
3061,Mehmet Topal,Defensive Midfield,26,Valencia CF,LaLiga,Fenerbahce,Süper Lig,13,8.0,4.5,2
3062,Giovanni Moreno,Attacking Midfield,26,Racing Club,Torneo Final,SH Shenhua,Super League,13,4.5,4.5,2
3063,Fernandinho,Left Winger,26,Desp. Brasil, Brazil,Al-Jazira,UAE Gulf League,13,1.0,4.5,1
3064,Bryan Oviedo,Left-Back,22,FC Copenhagen,Superligaen,Everton,Premier League,13,0.8,4.5,3
3065,Steven Nzonzi,Defensive Midfield,23,Blackburn,Championship,Stoke City,Premier League,13,4.5,4.4,2
3066,Hanchao Yu,Left Winger,25,Liaoning FC,Super League,DL Yifang,Super League,13,0.25,4.3,1
3067,Youssef Msakni,Left Winger,22,Esperance,Ligue I Pro,Al Duhail,Stars League,13,2.75,4.25,1
3068,Nenad Tomovic,Centre-Back,25,Genoa,Serie A,Fiorentina,Serie A,13,1.3,4.2,3
3069,Luciano Narsingh,Right Winger,21,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,13,7.0,4.1,1
3070,Lima,Centre-Forward,29,Braga,Liga NOS,Benfica,Liga NOS,13,8.0,4.0,1
3071,Oussama Assaidi,Left Winger,24,Heerenveen,Eredivisie,Liverpool,Premier League,13,7.0,4.0,1
3072,Ciro Immobile,Centre-Forward,22,Juventus,Serie A,Genoa,Serie A,13,6.5,4.0,1
3073,Emmanuel Mayuka,Centre-Forward,21,BSC Young Boys,Super League,Southampton,Premier League,13,6.0,4.0,1
3074,Petr Jiracek,Central Midfield,26,VfL Wolfsburg,1.Bundesliga,Hamburger SV,1.Bundesliga,13,6.0,4.0,2
3075,Issiar Dia,Right Winger,25,Fenerbahce,Süper Lig,Al Duhail,Stars League,13,5.0,4.0,1
3076,Delvin N'Dinga,Defensive Midfield,24,AJ Auxerre,Ligue 2,Monaco,Ligue 2,13,5.0,4.0,2
3077,Niklas Moisander,Centre-Back,26,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,13,5.0,4.0,3
3078,Richmond Boakye,Centre-Forward,19,Genoa,Serie A,Juventus,Serie A,13,5.0,4.0,1
3079,Chinedu Obasi,Right Winger,26,TSG Hoffenheim,1.Bundesliga,FC Schalke 04,1.Bundesliga,13,4.5,4.0,1
3080,Benjamin Corgnet,Attacking Midfield,25,Dijon,Ligue 2,FC Lorient,Ligue 1,13,4.5,4.0,2
3081,Samba Diakité,Defensive Midfield,23,AS Nancy,Ligue 1,QPR,Premier League,13,4.5,4.0,2
3082,Emmanuel Rivière,Centre-Forward,22,Toulouse,Ligue 1,Monaco,Ligue 2,13,4.5,4.0,1
3083,Romain Hamouma,Right Winger,25,SM Caen,Ligue 2,Saint-Étienne,Ligue 1,13,4.5,4.0,1
3084,Francesco Acerbi,Centre-Back,24,Chievo Verona,Serie A,AC Milan,Serie A,13,4.5,4.0,3
3085,Milan Badelj,Defensive Midfield,23,Dinamo Zagreb,1.HNL,Hamburger SV,1.Bundesliga,13,4.5,4.0,2
3086,Vladislav Ignatjev,Right Midfield,25,Loko Moscow,Premier Liga,Krasnodar,Premier Liga,13,4.0,4.0,2
3087,Francesco Acerbi,Centre-Back,24,AC Milan,Serie A,Genoa,Serie A,13,4.0,4.0,3
3088,Willian,Centre-Forward,25,Coimbra-MG, Brazil,Metalist,Premier Liga,13,3.0,4.0,1
3089,David Abraham,Centre-Back,26,Getafe CF,LaLiga,TSG Hoffenheim,1.Bundesliga,13,3.0,4.0,3
3090,Geoffrey Kondogbia,Central Midfield,19,Lens,Ligue 2,Sevilla FC,LaLiga,13,3.0,4.0,2
3091,Dorlan Pabón,Second Striker,24,Atl. Nacional,Liga Águila II,Parma,Serie A,13,2.8,4.0,1
3092,Sadio Diallo,Attacking Midfield,21,SC Bastia,Ligue 1,Stade Rennais,Ligue 1,13,2.5,4.0,2
3093,Ibrahima Baldé,Centre-Forward,23,CA Osasuna,LaLiga,Kuban Krasnodar,Premier Liga,13,2.5,4.0,1
3094,Gabriel Silva,Left-Back,21,Granada CF,LaLiga,Udinese Calcio,Serie A,13,2.5,4.0,3
3095,Marcos Rojo,Centre-Back,22,Spartak Moscow,Premier Liga,Sporting CP,Liga NOS,13,2.0,4.0,3
3096,Valentín Viola,Left Winger,20,Racing Club,Torneo Final,Sporting CP,Liga NOS,13,1.4,4.0,1
3097,Ismaily,Left-Back,23,Braga,Liga NOS,Shakhtar D.,Premier Liga,13,1.3,4.0,3
3098,Andrey Eshchenko,Right-Back,28,Loko Moscow,Premier Liga,Anzhi,Premier Liga,13,1.2,4.0,3
3099,Sadio Mané,Left Winger,20,FC Metz,Championnat National,RB Salzburg,Bundesliga,13,0.5,4.0,1
3100,Arouna Koné,Centre-Forward,28,Levante UD,LaLiga,Wigan,Premier League,13,7.0,3.8,1
3101,Ron Vlaar,Centre-Back,27,Feyenoord,Eredivisie,Aston Villa,Premier League,13,6.0,3.8,3
3102,Bakary Sako,Left Winger,24,Saint-Étienne,Ligue 1,Wolves,Championship,13,5.0,3.8,1
3103,Nicola Leali,Goalkeeper,19,Brescia,Serie B,Juventus,Serie A,13,3.5,3.8,4
3104,Leon Best,Centre-Forward,25,Newcastle,Premier League,Blackburn,Championship,13,3.0,3.8,1
3105,Adrian Mariappa,Centre-Back,25,Watford,Championship,Reading,Premier League,13,2.0,3.8,3
3106,Jack Butland,Goalkeeper,19,Birmingham,Championship,Stoke City,Premier League,13,1.0,3.8,4
3107,Alexis Rolín,Centre-Back,23,Nacional,Primera División,Catania,Serie A,13,0.9,3.8,3
3108,Maicon,Right-Back,31,Inter,Serie A,Man City,Premier League,13,14.5,3.75,3
3109,Junior Hoilett,Left Winger,22,Blackburn,Championship,QPR,Premier League,13,9.0,3.75,1
3110,Hasan Ali Kaldirim,Left-Back,22,Kayserispor,Süper Lig,Fenerbahce,Süper Lig,13,4.0,3.75,3
3111,Michael Bradley,Central Midfield,24,Chievo Verona,Serie A,AS Roma,Serie A,13,3.5,3.75,2
3112,Matthew Lowton,Right-Back,23,Sheffield Utd.,League One,Aston Villa,Premier League,13,3.5,3.75,3
3113,Josef,Defensive Midfield,23,FC Porto,Liga NOS,Grêmio,Série A,13,2.5,3.75,2
3114,João Pereira,Right-Back,28,Sporting CP,Liga NOS,Valencia CF,LaLiga,13,10.5,3.7,3
3115,Ante Vukusic,Centre-Forward,21,Hajduk Split,1.HNL,Pescara,Serie A,13,5.0,3.7,1
3116,Jirès Kembo-Ekoko,Left Winger,24,Stade Rennais,Ligue 1,Al-Ain FC,UAE Gulf League,13,4.0,3.7,1
3117,Jonathas,Centre-Forward,23,Brescia,Serie B,Pescara,Serie A,13,2.0,3.7,1
3118,Luís Neto,Centre-Back,24,Nacional,Liga NOS,Siena,Serie A,13,3.0,3.65,3
3119,Andrea Rossi,Left-Back,25,Siena,Serie A,Parma,Serie A,13,0.3,3.6,3
3120,Barreto,Second Striker,27,Udinese Calcio,Serie A,Torino,Serie A,13,2.0,3.55,1
3121,Nigel de Jong,Defensive Midfield,27,Man City,Premier League,AC Milan,Serie A,13,13.0,3.5,2
3122,Emiliano Insúa,Left-Back,24,Sporting CP,Liga NOS,Atlético Madrid,LaLiga,13,10.0,3.5,3
3123,Sokratis,Centre-Back,24,Genoa,Serie A,Werder Bremen,1.Bundesliga,13,10.0,3.5,3
3124,Diego López,Goalkeeper,30,Villarreal CF,LaLiga2,Sevilla FC,LaLiga,13,8.0,3.5,4
3125,Zvjezdan Misimovic,Attacking Midfield,30,Dinamo Moscow,Premier Liga,BJ Renhe,Super League,13,6.5,3.5,2
3126,Fernando Gago,Defensive Midfield,26,Real Madrid,LaLiga,Valencia CF,LaLiga,13,6.5,3.5,2
3127,Anthony Mounier,Left Winger,24,OGC Nice,Ligue 1,Montpellier,Ligue 1,13,6.0,3.5,1
3128,Paolo Guerrero,Centre-Forward,28,Hamburger SV,1.Bundesliga,Corinthians,Série A,13,6.0,3.5,1
3129,Artjoms Rudnevs,Centre-Forward,24,Lech Poznan,Ekstraklasa,Hamburger SV,1.Bundesliga,13,5.5,3.5,1
3130,Hamit Altintop,Central Midfield,29,Real Madrid,LaLiga,Galatasaray,Süper Lig,13,5.0,3.5,2
3131,Mattia Cassani,Right-Back,28,US Palermo,Serie A,Fiorentina,Serie A,13,4.5,3.5,3
